county_name,geoid20,geoid,enviroscreen_score_percentile,pollution_and_climate_burden_score_percentile,pollution_and_climate_burden_scale_value,health_and_social_factors_score_percentile,health_and_social_factors_scale_value,environmental_exposures_score_percentile,environmental_effects_score_percentile,climate_vulnerability_score_percentile,sensitive_populations_score_percentile,demographics_score_percentile,ozone_percentile,fine_particle_pollution_percentile,lead_exposure_risk_percentile,diesel_particulate_matter_(pm)_percentile,traffic_proximity_&_volume_percentile,air_toxics_emissions_percentile,other_air_pollutants_percentile,drinking_water_regulations_percentile,noise_percentile,wastewater_discharge_indicator_percentile,proximity_to_national_priorities_list_sites_percentile,proximity_to_risk_management_plan_sites_percentile,proximity_to_hazardous_waste_facilities_percentile,proximity_to_oil_and_gas_percentile,proximity_to_mining_locations_percentile,impaired_streams_and_rivers_percentile,wildfire_risk_percentile,floodplains_percentile,drought_percentile,extreme_heat_days_percentile,population_under_5_percentile,population_over_64_percentile,heart_disease_in_adults_percentile,asthma_hospitalization_rate_percentile,life_expectancy_percentile,low_birth_weight_percentile,cancer_prevalence_percentile,diabetes_prevalence_percentile,mental_health_indicator_percentile,percent_people_of_color_percentile,percent_less_than_high_school_education_percentile,percent_low_income_percentile,percent_linguistic_isolation_percentile,percent_disability_percentile,housing_cost_burdened_percentile,area,justice40,disproportionately_impacted_community,total_population
Pueblo County,08101002911,8101002911,17.61,3.04,3.54,45.96,4.43,7.13,25.7,7.69,72.62,28.34,36.27,16.17,8.65,17.79,7.53,44.44,22.5,56.77,20.58,36.66,45.64,38.91,16.97,80.54,72.94,23.06,67.33,51.64,90.71,1.92,14.49,72.62,90.81,55.48,40.84,82.76,63.61,38.57,53.22,63.17,31.63,20.15,24.7,56.14,11.26,Census Tract,NA,NA,2894
Pueblo County,08101002912,8101002912,62.45,17.53,4.78,81.35,6.72,26.18,49.24,7.29,91.59,68.61,33.07,21.46,27.3,22.79,37.15,63.57,36.43,56.77,31.79,98.96,52.44,64.53,19.78,80.54,72.94,23.06,64.53,51.64,90.71,1.92,66.05,60.05,85.32,84.38,69.86,60.17,31.16,91.3,57.89,67.57,40.75,83.01,24.7,94.02,65.1,Census Tract,NA,NA,1770
Pueblo County,08101002913,8101002913,25.7,7.77,4.07,45.8,4.43,17.53,33.71,5.2,60.85,36.51,35.31,18.9,24.66,20.61,19.64,44.44,22.5,56.77,30.34,NA,47.48,60.69,17.93,80.54,72.94,23.06,47.16,51.64,90.71,1.92,16.09,94.16,91.94,54.83,25.95,19.16,87.68,32.61,73.35,44.44,36.11,33.58,24.7,80.86,17,Census Tract,NA,NA,3224
Pueblo County,08101002914,8101002914,39.95,10.41,4.26,61.17,5.32,14.65,53.32,5.76,71.42,52.84,33.23,20.82,12.97,23.99,13.91,53.8,22.5,56.77,28.74,98.61,53,83.43,19.3,80.54,72.94,23.06,52.76,51.64,90.71,1.92,65.09,46.92,80.08,42.51,80.84,25.77,33.25,66.34,44.69,56.45,23.14,54.13,48.26,73.02,37.33,Census Tract,NA,NA,3161
Pueblo County,08101002915,8101002915,42.91,7.93,4.08,67.97,5.78,16.89,36.27,5.28,74.62,62.21,34.67,18.73,27.7,22.46,13.99,44.44,22.5,56.77,31.39,NA,49.48,67.57,18.01,80.54,72.94,23.06,47.4,51.64,90.71,1.92,50.28,53.4,82.5,66.34,36.19,31.8,46.78,70.13,54.51,63.25,56.2,54.61,35.14,73.99,40.49,Census Tract,NA,NA,2693
Pueblo County,08101002916,8101002916,51.88,5.28,3.87,85.59,7.06,8.57,41.07,7.85,89.99,77.42,33.15,20.26,8.65,22.3,6.79,44.44,22.5,56.77,28.42,NA,54.76,74.06,19.14,80.54,72.94,23.06,33.47,51.64,90.71,3.92,7.85,64.45,88.23,89.05,77.02,87.7,70.61,89.29,86.15,70.62,78.38,73.62,26.96,96.77,73.36,Census Tract,NA,NA,3228
Pueblo County,08101002917,8101002917,17.77,8.89,4.16,35.23,3.79,11.93,50.6,7.77,63.01,19.06,31.55,21.7,16.33,23.43,8.27,50.84,22.5,56.77,21.54,97.92,52.92,62.13,18.65,80.54,77.34,26.19,67.97,51.64,90.71,1.92,59.33,54.04,80.08,43.88,38.14,21.09,61.11,38.57,47.34,64.37,13.45,12.78,24.7,77.46,5.75,Census Tract,NA,NA,3128
Pueblo County,08101002918,8101002918,44.52,15.53,4.66,59.01,5.2,18.57,46.12,20.18,64.85,54.12,38.03,19.94,34.35,16.67,6.87,93.35,63.17,56.77,14.73,97.14,48.2,40.43,20.1,80.54,75.66,32.22,75.5,62.85,90.71,3.92,41.07,43.88,80.08,58.53,37.12,28.37,41.87,70.13,47.34,65.01,48.92,48.71,24.7,86.19,31.09,Census Tract,NA,NA,7480
Pueblo County,08101003001,8101003001,95.04,60.93,6.43,98.64,8.63,44.68,88.39,33.31,98.24,90.71,18.98,25.78,75.26,28.42,35.11,91.75,85.43,56.77,25.86,63.43,71.5,76.06,79.5,80.54,87.35,60.99,78.14,98.96,90.71,3.92,80.46,68.05,85.32,60.14,72.19,99.58,54.67,89.86,88.81,73.58,86.07,98.3,77.81,94.1,57.89,Census Tract,TRUE,NA,1448
Pueblo County,08101003004,8101003004,32.99,21.94,5.01,39.31,4.03,16.41,72.54,25.06,75.9,15.69,24.42,27.06,36.03,33.9,7.28,44.76,22.5,56.77,26.34,81.11,75.98,27.14,65.89,80.54,72.94,57.76,61.81,89.11,90.71,3.92,67.41,81.51,88.23,27.21,48.65,46.95,95.01,14.98,76.97,65.73,34.99,30.91,24.7,35.3,1.05,Census Tract,NA,NA,2948
Pueblo County,08101003103,8101003103,83.27,57.65,6.32,86.39,7.1,54.2,81.99,20.9,90.15,77.9,21.14,23.7,85.27,33.41,36.42,93.27,97.76,56.77,31.22,62.65,94.88,88.63,61.25,80.54,83.51,29.53,42.43,97.68,90.71,4.72,8.49,84.79,95.32,89.77,87.26,57.74,70.61,68.36,97.91,93.59,82.87,77.99,63.32,95.88,22.59,Census Tract,TRUE,NA,1863
Pueblo County,08101003104,8101003104,69.9,33.15,5.49,80.38,6.6,24.1,85.59,14.25,84.71,73.18,19.62,23.94,69.9,27.94,21.28,44.44,34.91,56.77,27.7,59.53,87.91,77.98,51.24,80.54,72.94,NA,40.35,51.64,90.71,6.24,15.53,89.27,94.44,42.03,58.7,NA,86.55,52.58,89.69,63.33,56.93,56.15,64.78,87.32,46.72,Census Tract,NA,NA,2189
Pueblo County,08101003105,8101003105,56.61,40.51,5.76,57.25,5.09,23.3,83.19,44.68,73.74,45.48,18.09,24.1,63.57,25.76,18.82,44.44,48.52,56.77,23.94,77.3,73.42,60.77,50.2,80.54,83.51,62.28,74.94,92.47,90.71,6.24,62.69,86.87,90.81,59.1,50.42,8.79,76.49,37.2,74.4,63.57,42.99,42.23,36.36,78.27,12.87,Census Tract,NA,NA,3446
Pueblo County,08101003106,8101003106,65.33,28.5,5.3,75.66,6.32,21.94,74.22,25.46,92.47,57.57,20.66,20.74,62.61,22.14,4.75,95.28,99.68,56.77,19.7,78.25,84.31,70.3,31.14,80.54,81.91,41.59,70.38,51.64,90.71,6.24,25.38,95.04,96.77,77.21,91.07,38.16,63.61,60.95,91.79,76.3,62.13,44.82,54.41,91.84,13.12,Census Tract,NA,NA,1321
Pueblo County,08101003200,8101003200,47.32,13.53,4.51,65.41,5.64,13.21,40.19,38.67,65.33,64.53,10.49,12.65,70.22,13.04,8.51,94.32,97.84,56.77,7.29,69.32,44.52,21.54,20.34,80.54,97.36,44.5,57.97,51.64,90.71,12.09,69.5,91.75,94.44,53.38,36.19,2.68,68.84,70.13,85.02,57.81,65.65,70.79,37.89,86.43,29.8,Census Tract,NA,NA,3354
Pueblo County,08101003500,8101003500,96.4,79.58,7.12,95.76,8.05,78.46,96.56,5.68,93.11,90.15,23.46,25.06,89.75,42.51,97.14,62.69,86.63,56.77,79.18,89.95,96.4,79.9,62.85,80.54,76.06,95.58,12.73,98.24,90.71,3.92,5.12,97.76,97.02,99.92,91.07,99.67,61.11,91.3,98.71,83.51,92.79,97.82,45.51,99.92,74.49,Census Tract,TRUE,NA,1876
Pueblo County,08101003600,8101003600,85.75,34.75,5.57,97.04,8.31,25.14,79.98,26.82,93.76,94.72,16.65,19.38,78.22,16.26,26.92,94.24,95.92,56.77,9.93,70.88,65.01,58.77,58.29,80.54,96.56,45.26,65.09,58.61,90.71,6.24,8.33,78.3,89.68,95.49,89.4,96.49,61.11,91.3,98.71,75.18,83.43,95.39,66.8,98.06,88.1,Census Tract,TRUE,NA,2134
Pueblo County,08101980100,8101980100,0.24,1.36,2.98,0.4,0.13,12.81,0.32,21.22,0.4,0.56,45.16,15.29,8.65,NA,NA,44.44,31.06,56.77,12.41,NA,0.56,0.56,0.56,80.54,81.91,26.72,84.39,51.64,90.71,4.56,1.68,1.04,NA,0.89,NA,NA,NA,NA,NA,0.56,2.48,NA,NA,NA,NA,Census Tract,NA,NA,0
Rio Blanco County,08103951100,8103951100,17.93,2.32,3.36,50.04,4.71,3.68,2,61.09,69.42,37.47,50.36,11.85,68.37,1.53,13.67,99.44,99.6,5.84,2.48,7.71,1.84,12.89,6.49,98.88,99.6,81.68,96.72,51.64,83.59,15.69,56.53,74.94,83.79,3.62,54.79,67.78,78.42,68.36,71.98,9.37,69.58,63.35,62.67,75.28,10.53,Census Tract,NA,NA,3696
Rio Blanco County,08103951200,8103951200,28.26,11.85,4.36,44.92,4.35,5.76,1.2,96.48,49,43.07,81.27,33.95,57.01,2.82,NA,98.32,97.04,5.84,0.96,8.84,0.72,25.54,4,99.52,99.52,31.57,97.04,51.64,83.59,96.72,62.29,27.86,60,6.6,65.02,31.63,43.72,82.37,49.44,43.71,66.85,63.67,24.7,44.02,17.25,Census Tract,NA,NA,2688
Rio Grande County,08105976700,8105976700,81.27,28.74,5.32,96.32,8.16,24.66,21.46,79.9,95.28,89.11,71.58,7.77,77.18,14.17,34.29,44.44,89.35,51.24,11.77,98.01,33.87,52.84,0.96,80.54,84.23,80.82,32.03,51.64,93.76,88.79,78.38,61.41,66.37,43.72,92.74,71.46,63.61,62.96,95.81,87.99,79.34,81.55,82.83,95.23,53.12,Census Tract,TRUE,NA,5079
Rio Grande County,08105976800,8105976800,69.1,17.69,4.79,90.31,7.43,21.06,2.08,87.59,96.72,75.74,83.51,4.72,81.1,9.5,33.55,44.44,64.13,51.24,14.97,20.8,35.79,7.53,0.72,80.54,73.74,43.75,34.67,66.45,93.76,97.12,26.34,79.02,99.19,51.21,91.07,98.24,61.11,81.48,98.55,89.91,91.27,91.42,88.42,97.66,10.12,Census Tract,TRUE,NA,1805
Rio Grande County,08105977000,8105977000,44.92,20.02,4.91,55,4.98,5.68,15.77,95.84,22.18,74.46,88.95,4.08,64.37,4.99,5.48,44.44,93.59,51.24,3.2,39.08,35.63,44.92,1.04,80.54,98.88,82.44,82.47,53,93.76,96.16,33.95,88.79,31.53,6.92,0.74,52.22,83.49,56.2,89.69,60.53,72.06,75.24,80.4,85.38,25.67,Census Tract,NA,NA,4421
Routt County,08107000100,8107000100,4.48,10.57,4.26,10.81,2.37,12.09,4.32,78.3,18.33,12.01,92.63,14.65,63.41,4.27,9.49,79.98,94.8,79.5,1.52,67.16,2.56,11.29,2.8,90.23,86.39,68.75,86.55,59.41,81.43,31.14,4.08,87.67,23.71,1.61,29.77,51.72,72.06,48.71,69,0.8,12.17,52.91,24.7,35.62,56.28,Census Tract,NA,NA,1988
Routt County,08107000200,8107000200,24.9,17.37,4.77,34.35,3.75,32.51,10.81,37.71,19.14,46.92,86.87,16.89,65.17,11.51,32.24,54.44,75.98,79.5,13.61,96.79,2.72,25.78,3.68,83.03,89.11,99.68,62.61,78.46,81.43,8.01,51.72,48.2,7.66,3.3,9.21,43.51,46.78,84.62,59.42,22.58,34.43,67.72,33.68,81.74,35.87,Census Tract,NA,NA,2293
Routt County,08107000300,8107000300,5.68,2.56,3.4,23.62,3.16,7.05,5.36,30.1,22.34,28.26,90.31,11.61,74.06,3.7,2.21,83.27,99.2,79.5,1.76,30.76,4.72,9.29,4.08,91.03,97.04,81.03,90.87,54.12,81.43,6.24,28.1,87.11,14.68,2.33,9.21,82.93,63.61,50.24,53.22,3.92,52.84,50.4,26.23,55.74,40.73,Census Tract,NA,NA,2323
Routt County,08107000400,8107000400,10.25,22.26,5.03,13.69,2.57,25.62,3.68,85.51,14.49,20.18,92.39,12.49,43.23,13.2,36.01,44.44,71.42,79.5,10.81,69.06,3.04,16.01,2.48,80.54,93.19,39.12,80.3,84.47,81.43,32.19,61.09,40.27,4.6,4.75,72.19,13.31,29.23,48.71,26.33,16.73,2.88,53.48,74.66,14.46,58.87,Census Tract,NA,NA,3949
Routt County,08107000500,8107000500,6.89,27.46,5.26,8.33,2.19,27.3,5.6,87.67,9.37,14.89,92.79,10.97,70.3,14.25,49.1,44.44,46.84,79.5,10.25,69.15,3.36,37.87,2.64,80.54,72.94,32.54,88.63,70.3,81.43,41.95,12.01,40.11,5.73,6.84,23.81,25.19,41.87,45.41,23.59,9.61,22.9,46.76,45.26,2.18,56.03,Census Tract,NA,NA,4488
Routt County,08107000600,8107000600,4,10.73,4.27,10.25,2.31,8.97,6.73,81.1,16.01,12.65,95.28,10.33,8.65,8.37,33.63,44.44,22.5,79.5,7.85,79.9,3.44,56.45,2.56,80.54,72.94,26.62,70.54,60.21,81.43,41.95,17.13,49.08,7.66,5.64,20.47,77.99,52.98,32.61,29.23,4.08,58.05,41.75,42.67,2.5,28.42,Census Tract,NA,NA,3017
Routt County,08107000700,8107000700,3.12,12.41,4.4,5.6,2.01,15.61,3.76,78.7,11.37,9.93,94.64,9.93,24.42,10.47,22.09,44.44,44.04,79.5,8.49,31.28,3.68,50.68,3.12,80.54,73.74,23.06,81.51,59.81,81.43,33.23,35.87,49.4,4.6,4.91,25.95,60.59,39.21,25.12,15.94,5.2,11.21,42.96,24.7,2.58,70.45,Census Tract,NA,NA,4919
Routt County,08107000800,8107000800,2.48,2.08,3.26,14.33,2.6,3.12,4.16,46.36,23.94,13.45,93.03,6.81,68.29,3.54,0.82,44.44,73.1,79.5,2.88,27.38,7.29,6,4.96,80.54,93.84,64.44,73.02,56.93,81.43,12.09,69.26,44.44,12.26,9.02,29.77,11.46,58.94,45.41,44.69,7.69,37.47,39.48,24.7,4.28,30.53,Census Tract,NA,NA,2095
Saguache County,08109977600,8109977600,27.14,4.08,3.7,55.96,5.02,0.56,1.92,93.11,19.54,76.38,68.78,1.6,66.21,1.05,6.71,44.44,64.77,14.09,0.88,3.03,30.5,3.68,3.84,80.54,97.92,81.79,70.22,51.64,93.03,89.19,6.81,97.28,98.39,2.82,0.84,81.76,89.13,59.26,94.93,34.99,63.89,91.5,59.6,87,67.69,Census Tract,TRUE,NA,3368
Saguache County,08109977700,8109977700,51.56,6,3.95,83.27,6.9,1.28,5.44,92.07,74.3,85.11,72.62,3.68,74.46,5.15,1.55,44.44,83.75,14.09,1.36,1.3,28.26,95.92,1.68,80.54,88.79,95.15,61.17,51.64,93.03,92.87,89.91,42.51,93.15,4.59,72.19,98.58,29.23,86.07,96.78,91.27,96.56,88.51,94.17,76.82,26.56,Census Tract,TRUE,NA,3224
San Juan County,08111972600,8111972600,24.74,6.73,4.02,46.28,4.44,0.08,7.13,98.24,46.76,47.32,96.8,3.76,79.58,0.08,3.11,44.44,28.5,2.64,6.65,18.28,59.41,2,6.08,80.54,88.79,73.81,91.11,51.64,97.36,99.68,30.66,89.99,66.37,1.29,NA,99.5,65.62,50.24,66.34,13.21,53.16,57.93,57.98,70.03,31.98,Census Tract,NA,NA,589
San Miguel County,08113968101,8113968101,7.69,7.61,4.06,18.33,2.88,0.4,5.68,97.68,13.45,29.06,95.04,3.92,55.08,0.24,0.41,44.44,22.5,58.85,7.21,18.11,45,2.4,8.57,80.54,81.91,40.95,87.19,51.64,100,99.2,10.97,9.37,55.81,NA,NA,58.66,20.45,30.76,14.01,45.64,39.47,59.71,85.43,0.81,91.66,Census Tract,NA,NA,1965
San Miguel County,08113968102,8113968102,11.05,14.09,4.55,18.73,2.91,2.96,6.65,98.88,13.13,30.18,93.11,4.4,8.73,4.59,5.97,44.44,22.5,58.85,12.09,27.56,42.43,2.32,8.49,80.54,72.94,45.47,94.96,51.64,100,99.2,11.29,23.3,74.52,2.9,NA,31.13,24.72,45.41,31.88,40.03,24.02,66.18,87.77,1.86,74.41,Census Tract,NA,NA,2107
San Miguel County,08113968103,8113968103,6.08,19.78,4.9,8.97,2.23,5.92,10.49,98.8,18.49,9.05,88.07,5.04,48.2,1.21,18.99,44.44,56.69,58.85,6.73,60.66,40.43,2.48,9.13,80.54,88.79,38.9,92.79,51.64,100,99.52,31.63,74.14,87.1,1.05,NA,62.93,43.72,16.1,21.34,2.32,7.69,24.6,24.7,11.39,75.87,Census Tract,NA,NA,2140
San Miguel County,08113968200,8113968200,36.75,23.14,5.06,42.75,4.26,6,17.45,98.16,53.08,37.31,46.92,7.37,63.49,2.25,NA,91.51,91.11,58.85,1.04,19.93,32.91,7.45,14.65,94.96,98.48,81.36,93.92,51.64,100,93.92,56.37,75.58,96.77,2.66,42.51,35.56,72.06,48.71,66.34,6.65,52.12,56.47,50.28,57.11,35.55,Census Tract,NA,NA,1837
Sedgwick County,08115968300,8115968300,25.86,0.88,2.75,80.14,6.59,4.08,33.23,0.16,94.96,59.81,0.4,20.66,93.43,18.28,2.05,66.53,51.48,78.78,18.73,96.19,31.31,65.41,6.24,90.71,89.35,29.85,18.82,77.82,1.68,0.8,84.39,88.95,99.6,38.41,84.65,21.76,96.7,70.13,94.93,25.86,81.91,77.67,52.63,89.9,21.62,Census Tract,NA,NA,2322
Summit County,08117000100,8117000100,33.23,30.74,5.4,34.51,3.75,15.85,24.1,93.59,21.94,45.4,98.56,3.52,46.6,5.39,33.47,69.5,87.11,86.07,4.72,34.92,37.87,3.92,56.61,80.54,81.91,65.41,67.41,55.72,82.47,99.52,6.73,68.78,94.44,1.53,NA,95.98,39.21,40.5,34.54,26.18,71.98,49.92,89.96,8.24,60.65,Census Tract,NA,NA,8332
Summit County,08117000200,8117000200,25.06,23.62,5.08,29.62,3.53,13.85,8.89,95.44,17.61,42.35,99.84,2.48,13.53,5.96,46.4,75.98,77.26,86.07,10.01,17.59,36.03,3.12,28.5,80.54,72.94,33.62,80.06,57.33,82.47,100,73.9,37.31,5.73,7.89,18.33,85.94,21.98,52.58,20.13,70.38,62.85,45.63,87.69,2.34,77.09,Census Tract,NA,NA,7665
Summit County,08117000300,8117000300,17.53,25.62,5.18,21.3,3.02,14.25,12.33,94.88,12.33,33.63,99.04,1.36,32.27,7.09,66.12,59.33,48.2,86.07,10.73,41.16,40.67,4.08,21.38,80.54,81.91,25.32,76.38,57.65,82.47,99.52,2,51.8,36.37,3.22,NA,94.14,50.32,34.22,29.23,11.53,9.69,44.98,68.91,50.08,68.74,Census Tract,NA,NA,4483
Summit County,08117000401,8117000401,7.29,14.81,4.6,13.21,2.52,6.08,5.84,94.96,4.88,29.22,99.28,0.96,21.3,3.46,25.61,44.44,70.46,86.07,11.61,13.69,37.63,3.04,16.01,80.54,72.94,32,74.86,58.85,82.47,99.52,71.1,14.89,2.58,2.01,25.95,97.74,15.54,45.41,6.84,5.84,19.3,31.23,60.89,50.97,63.56,Census Tract,NA,NA,4144
Summit County,08117000402,8117000402,2.64,20.98,4.96,2.96,1.72,9.53,9.77,96.24,6.73,7.21,99.44,1.44,36.11,5.23,25.53,44.44,65.65,86.07,9.61,12.91,36.43,2.96,16.73,80.54,85.99,83.08,82.39,59.09,82.47,99.68,5.52,50.84,10,3.06,NA,89.04,24.72,43.56,12.24,2.72,28.1,49.11,40.81,0.89,43.16,Census Tract,NA,NA,6025
Teller County,08119010103,8119010103,36.11,28.26,5.29,38.99,4.02,18.01,16.17,92.39,65.89,22.26,92.23,11.29,38.19,8.78,24.39,44.44,22.5,78.7,19.78,NA,28.74,11.77,15.85,80.54,72.94,42.89,98.8,64.85,49.56,88.79,19.78,73.18,60,22.79,58.7,85.94,76.49,32.61,54.51,6.89,14.09,36.65,29.72,54.6,40.97,Census Tract,NA,NA,8064
Teller County,08119010104,8119010104,54.6,40.99,5.78,54.52,4.95,27.14,15.61,93.76,65.97,47.24,91.03,11.13,64.53,11.11,66.28,44.44,22.5,78.7,21.94,NA,27.46,12.57,15.69,80.54,72.94,40.09,98,70.06,49.56,93.92,12.49,65.81,31.53,44.93,72.19,68.95,70.61,52.58,63.2,17.05,48.12,68.45,34.74,44.99,60.16,Census Tract,NA,NA,2193
Teller County,08119010105,8119010105,28.74,13.37,4.5,42.43,4.23,10.73,4.24,89.19,49.96,39.31,91.43,7.45,51.08,6.84,7.36,44.44,38.67,78.7,8.81,3.12,28.42,7.77,14.73,80.54,97.36,36.53,97.36,54.52,49.56,90.55,11.61,82.15,66.37,18.52,17.02,79.33,81.56,30.76,67.55,20.9,29.54,33.82,24.7,83.28,55.87,Census Tract,NA,NA,6515
Teller County,08119010106,8119010106,31.22,14.49,4.59,44.04,4.32,13.93,3.36,88.55,54.76,38.03,87.59,7.53,55.16,6.52,15.06,44.44,38.67,78.7,10.17,4.16,29.06,6.49,15.37,80.54,90.79,23.81,97.2,52.68,49.56,88.79,36.43,79.66,69.27,11.76,7.81,93.22,78.42,45.41,70.77,17.13,36.51,46.93,24.7,83.36,35.47,Census Tract,NA,NA,4874
Teller County,08119010201,8119010201,55.32,25.86,5.19,64.85,5.57,17.85,17.61,88.31,82.47,50.36,78.46,6.41,64.85,4.19,NA,44.44,98.24,78.7,9.77,40.12,34.51,5.2,26.98,80.54,95.76,37.07,96.4,51.64,49.56,90.55,12.25,95.12,77.5,20.29,62.79,99.75,86.55,67.31,90.98,24.9,43.39,70.95,24.7,90.63,43.08,Census Tract,NA,NA,2312
Teller County,08119010202,8119010202,20.1,34.91,5.58,20.18,2.97,21.78,26.9,88.87,24.66,21.46,80.38,10.89,95.76,3.78,NA,44.44,98.16,78.7,8.65,61.53,36.27,5.68,45.4,80.54,89.11,40.09,95.04,51.64,49.56,96.16,8.17,91.43,74.52,NA,NA,1,76.49,56.2,76.97,4.56,7.29,72.33,24.7,78.11,46.23,Census Tract,NA,NA,566
Washington County,08121924100,8121924100,5.2,0.8,2.68,37.07,3.92,6.73,10.25,1.44,68.69,18.09,2,19.22,86.71,12.16,6.46,89.91,82.63,19.22,17.21,93.07,2.24,28.18,10.73,98.24,99.2,23.06,14.65,51.64,1.68,26.5,35.39,81.91,14.68,25.44,46.23,80.17,91.22,59.26,80.35,4.24,64.93,68.85,31.01,58,3,Census Tract,NA,NA,2043
Washington County,08121924200,8121924200,12.49,0.96,2.82,54.36,4.94,9.61,10.09,1.36,75.82,39.39,1.92,25.14,85.67,14.65,16.12,77.42,69.5,19.22,16.73,43.59,1.76,88.39,9.61,94.8,93.19,24.35,22.9,63.89,1.68,12.89,50.76,73.98,10,52.09,43.72,66.53,91.22,73.51,86.15,29.06,60.53,69.34,46.23,57.92,7.37,Census Tract,NA,NA,2825
Weld County,08123000100,8123000100,96.48,59.01,6.37,99.52,9.01,87.67,47.32,6.33,95.2,99.68,9.37,69.98,82.95,62,75.45,78.22,73.66,85.67,78.78,66.72,15.13,98.72,25.46,86.95,72.94,NA,7.77,51.64,24.74,51.72,83.75,59.33,87.1,96.46,87.26,51.21,20.45,98.55,93.16,83.11,95.2,99.27,95.06,97.01,97.57,Census Tract,TRUE,NA,2789
Weld County,08123000200,8123000200,56.45,58.53,6.36,48.36,4.61,85.59,48.68,7.21,1.92,86.87,9.93,71.5,78.06,62.8,75.94,68.69,78.22,85.67,71.58,62.05,17.37,97.92,26.9,83.03,72.94,NA,8.73,51.64,24.74,51.72,15.61,1.44,1.85,78.02,NA,86.11,0.64,99.52,1.29,79.18,85.43,99.43,83.24,32.88,97.98,Census Tract,NA,NA,3861
Weld County,08123000300,8123000300,1.12,24.02,5.11,1.04,0.81,26.58,51.64,20.74,0.72,7.29,10.89,73.42,8.65,64.81,17.92,55.32,23.7,85.67,81.51,57.11,19.22,96.88,31.95,80.54,72.94,NA,26.26,51.64,24.74,51.72,1.68,1.04,0.81,0.89,NA,NA,0.24,99.6,0.24,56.29,2.48,NA,NA,17.37,NA,Census Tract,NA,NA,2323
Weld County,08123000401,8123000401,77.26,66.85,6.61,73.9,6.21,83.91,49.96,20.5,84.23,64.61,10.81,73.74,89.83,64.49,42.39,85.19,68.69,85.67,79.9,54.51,17.93,97.12,32.99,80.54,72.94,NA,25.86,51.64,24.74,51.72,25.46,69.58,77.5,49.19,65.02,35.98,74.56,84.62,73.35,54.28,81.1,74.19,75.55,36.83,29.15,Census Tract,NA,NA,3560
Weld County,08123000402,8123000402,71.02,59.49,6.39,68.21,5.79,86.71,47.4,7.93,69.34,65.81,10.57,72.46,90.07,64.01,52.54,85.19,68.69,85.67,80.46,60.05,16.09,96.96,29.3,80.54,72.94,NA,9.45,51.64,24.74,51.72,37.95,46.76,39.68,75.76,42.51,77.66,21.98,88.49,53.22,73.34,67.17,92.39,24.7,34.49,73.77,Census Tract,TRUE,NA,3969
Weld County,08123000501,8123000501,74.62,33.71,5.52,86.63,7.11,41.79,46.52,25.62,58.21,95.44,9.77,70.06,57.25,59.5,14.4,49.64,40.83,85.67,60.45,67.42,13.45,97.36,26.26,85.75,77.74,NA,31.22,51.64,24.74,51.72,98.16,3.04,69.27,83.01,76.09,43.6,11.43,96.22,97.5,99.6,98.96,98.71,97.89,43.94,89.47,Census Tract,TRUE,NA,3534
Weld County,08123000502,8123000502,85.67,48.12,6.05,92.71,7.64,76.94,45.96,6.41,68.37,98.48,10.01,70.46,92.87,61.84,65.55,61.97,45.72,85.67,73.9,63.86,14.09,98.16,26.82,81.35,75.66,NA,8.25,51.64,24.74,51.72,61.41,9.85,55.81,95.33,71.26,69.21,11.43,95.97,95.17,94.8,96.72,94.34,94.49,78.92,78.87,Census Tract,TRUE,NA,3684
Weld County,08123000600,8123000600,77.02,61.17,6.44,76.22,6.34,67.81,52.6,45.16,9.29,99.84,8.97,67.41,76.94,50.08,29.95,92.47,89.67,85.67,46.6,81.2,11.85,98.96,22.1,92.23,91.03,61.85,31.55,98,24.74,51.72,7.77,4.24,31.53,79.07,84.65,5.86,1.61,97.83,76.97,91.99,98.8,97.65,99.84,92.25,89.64,Census Tract,TRUE,NA,2268
Weld County,08123000701,8123000701,92.07,72.78,6.83,91.59,7.55,82.87,53.4,38.03,77.18,93.76,8.25,68.45,95.68,57.89,62.85,91.91,93.92,85.67,50.28,81.46,14.65,99.52,23.22,93.59,76.22,58.3,25.38,99.28,24.74,51.72,58.53,23.38,52.82,89.37,77.02,53.89,16.75,89.29,94.93,96.08,98.32,81.39,97.73,80.13,53.93,Census Tract,TRUE,NA,1653
Weld County,08123000703,8123000703,73.34,58.93,6.37,71.66,6.04,61.89,60.29,41.79,47.4,82.63,7.93,68.94,42.35,58.53,44.19,86.47,84.15,85.67,38.75,81.72,18.33,96.56,22.5,92.07,75.66,80.82,29.86,93.35,24.74,51.72,89.51,6.33,42.82,88.16,52.93,34.81,8.45,90.74,69,95.76,95.92,78.24,95.95,22.21,79.92,Census Tract,TRUE,NA,6713
Weld County,08123000704,8123000704,35.79,51.64,6.14,28.5,3.46,39.79,64.77,58.61,12.73,45.72,8.89,71.42,8.65,63.37,55.73,83.03,68.78,85.67,33.23,90.9,20.98,99.2,22.74,91.67,72.94,80.82,47.24,99.68,24.74,51.72,74.94,1.68,17.26,91.87,NA,34.39,11.43,70.13,11.19,87.75,74.14,18.77,90.45,28.92,13.36,Census Tract,NA,NA,1112
